-4.,-4.,1.,1.,0.1
-4.,-4.,1.,1.,0.2
-4.,-4.,1.,1.,0.3
-4.,-4.,1.,1.,0.4
-4.,-4.,1.,1.,0.5
-4.,-4.,1.,1.,0.6
-4.,-4.,1.,1.,0.7
-4.,-4.,1.,1.,0.8
-4.,-4.,1.,1.,0.9
-4.2,-4.,0.9,1.,0.1
-4.2,-4.,0.9,1.,0.2
-4.2,-4.,0.9,1.,0.3
-4.2,-4.,0.9,1.,0.4
-4.2,-4.,0.9,1.,0.5
-4.2,-4.,0.9,1.,0.6
-4.2,-4.,1.,1.,0.1
-4.2,-4.,1.,1.,0.2
-4.2,-4.,1.,1.,0.3
-4.2,-4.,1.,1.,0.4
-4.2,-4.,1.,1.,0.5
-4.2,-4.,1.,1.,0.6
-4.2,-4.,1.,1.,0.7
-4.2,-4.,1.,1.,0.8
-4.2,-4.,1.,1.,0.9
-4.2,-4.,1.,1.,1.
-4.2,-4.2,1.,1.,0.1
-4.2,-4.2,1.,1.,0.2
-4.2,-4.2,1.,1.,0.3
-4.2,-4.2,1.,1.,0.4
-4.2,-4.2,1.,1.,0.5
-4.2,-4.2,1.,1.,0.6
-4.2,-4.2,1.,1.,0.7
-4.2,-4.2,1.,1.,0.8
-4.2,-4.2,1.,1.,0.9
-4.2,-4.2,1.,1.,1.
-4.2,-4.4,0.4,1.,0.7
-4.2,-5.2,0.6,1.,0.8
-4.2,-5.2,0.6,1.,1.
-4.2,-5.2,0.7,1.,0.4
-4.2,-5.2,0.7,1.,0.8
-4.4,-4.,0.8,1.,0.1
-4.4,-4.,0.8,1.,0.2
-4.4,-4.,0.8,1.,0.3
-4.4,-4.,0.8,1.,0.4
-4.4,-4.,0.9,1.,0.1
-4.4,-4.,0.9,1.,0.2
-4.4,-4.,0.9,1.,0.3
-4.4,-4.,0.9,1.,0.4
-4.4,-4.,0.9,1.,0.5
-4.4,-4.,0.9,1.,0.6
-4.4,-4.,0.9,1.,0.7
-4.4,-4.,0.9,1.,0.8
-4.4,-4.,0.9,1.,0.9
-4.4,-4.,0.9,1.,1.
-4.4,-4.,1.,1.,0.1
-4.4,-4.,1.,1.,0.2
-4.4,-4.,1.,1.,0.3
-4.4,-4.,1.,1.,0.4
-4.4,-4.,1.,1.,0.5
-4.4,-4.,1.,1.,0.6
-4.4,-4.,1.,1.,0.7
-4.4,-4.,1.,1.,0.8
-4.4,-4.,1.,1.,0.9
-4.4,-4.,1.,1.,1.
-4.4,-4.2,0.9,1.,0.1
-4.4,-4.2,0.9,1.,0.2
-4.4,-4.2,0.9,1.,0.3
-4.4,-4.2,0.9,1.,0.4
-4.4,-4.2,0.9,1.,0.5
-4.4,-4.2,0.9,1.,0.6
-4.4,-4.2,0.9,1.,0.7
-4.4,-4.2,0.9,1.,0.8
-4.4,-4.2,0.9,1.,0.9
-4.4,-4.2,1.,1.,0.1
-4.4,-4.2,1.,1.,0.2
-4.4,-4.2,1.,1.,0.3
-4.4,-4.2,1.,1.,0.4
-4.4,-4.2,1.,1.,0.5
-4.4,-4.2,1.,1.,0.6
-4.4,-4.2,1.,1.,0.7
-4.4,-4.2,1.,1.,0.8
-4.4,-4.2,1.,1.,0.9
-4.4,-4.2,1.,1.,1.
-4.4,-4.4,1.,1.,0.1
-4.4,-4.4,1.,1.,0.2
-4.4,-4.4,1.,1.,0.3
-4.4,-4.4,1.,1.,0.4
-4.4,-4.4,1.,1.,0.5
-4.4,-4.4,1.,1.,0.6
-4.4,-4.4,1.,1.,0.7
-4.4,-4.4,1.,1.,0.8
-4.4,-4.4,1.,1.,0.9
-4.4,-4.4,1.,1.,1.
-4.4,-4.6,1.,1.,0.2
-4.4,-4.6,1.,1.,0.3
-4.4,-4.6,1.,1.,0.4
-4.4,-4.6,1.,1.,0.5
-4.4,-4.6,1.,1.,0.6
-4.4,-4.6,1.,1.,0.7
-4.4,-4.6,1.,1.,0.8
-4.4,-4.6,1.,1.,0.9
-4.4,-4.6,1.,1.,1.
-4.4,-4.8,0.1,1.,0.1
-4.4,-4.8,0.1,1.,0.2
-4.4,-4.8,0.1,1.,0.3
-4.4,-4.8,0.1,1.,0.4
-4.4,-4.8,0.1,1.,0.5
-4.4,-4.8,0.1,1.,0.6
-4.4,-4.8,0.1,1.,0.7
-4.4,-4.8,0.1,1.,0.9
-4.4,-4.8,0.1,1.,1.
-4.4,-4.8,0.2,1.,0.2
-4.4,-4.8,0.2,1.,0.4
-4.4,-4.8,0.2,1.,0.5
-4.4,-4.8,0.2,1.,0.6
-4.4,-4.8,0.2,1.,0.8
-4.4,-4.8,0.2,1.,0.9
-4.4,-4.8,0.2,1.,1.
-4.4,-4.8,0.3,1.,0.3
-4.4,-4.8,0.3,1.,0.4
-4.4,-4.8,0.3,1.,0.5
-4.4,-4.8,0.3,1.,0.6
-4.4,-4.8,0.5,1.,0.8
